OMRKK;ALDER;TID;INDHOLD
Amager Vest - Amagerbro Vest;0-4 år;2006;347
Amager Vest - Amagerbro Vest;0-4 år;2007;347
Amager Vest - Amagerbro Vest;0-4 år;2008;361
Amager Vest - Amagerbro Vest;0-4 år;2009;374
Amager Vest - Amagerbro Vest;0-4 år;2010;390
Amager Vest - Amagerbro Vest;0-4 år;2011;417
Amager Vest - Amagerbro Vest;0-4 år;2012;435
Amager Vest - Amagerbro Vest;0-4 år;2013;460
Amager Vest - Amagerbro Vest;0-4 år;2014;471
Amager Vest - Amagerbro Vest;0-4 år;2015;496
Amager Vest - Amagerbro Vest;0-4 år;2016;486
Amager Vest - Amagerbro Vest;0-4 år;2017;488
Amager Vest - Amagerbro Vest;0-4 år;2018;475
Amager Vest - Amagerbro Vest;0-4 år;2019;463
Amager Vest - Amagerbro Vest;0-4 år;2020;466
Amager Vest - Amagerbro Vest;0-4 år;2021;423
Amager Vest - Amagerbro Vest;0-4 år;2022;393
Amager Vest - Amagerbro Vest;0-4 år;2023;403
Amager Vest - Amagerbro Vest;0-4 år;2024;363
Amager Vest - Amagerbro Vest;0-4 år;2025;398
Amager Vest - Bryggen Syd;0-4 år;1977;0
Amager Vest - Bryggen Syd;0-4 år;1978;0
Amager Vest - Bryggen Syd;0-4 år;1979;0
Amager Vest - Bryggen Syd;0-4 år;1980;0
Amager Vest - Bryggen Syd;0-4 år;1981;3
Amager Vest - Bryggen Syd;0-4 år;1982;2
Amager Vest - Bryggen Syd;0-4 år;1983;2
Amager Vest - Bryggen Syd;0-4 år;1984;4
Amager Vest - Bryggen Syd;0-4 år;1985;0
Amager Vest - Bryggen Syd;0-4 år;1986;2
Amager Vest - Bryggen Syd;0-4 år;1987;3
Amager Vest - Bryggen Syd;0-4 år;1988;0
Amager Vest - Bryggen Syd;0-4 år;1989;0
Amager Vest - Bryggen Syd;0-4 år;1990;1
Amager Vest - Bryggen Syd;0-4 år;1991;0
Amager Vest - Bryggen Syd;0-4 år;1992;2
Amager Vest - Bryggen Syd;0-4 år;1993;3
Amager Vest - Bryggen Syd;0-4 år;1994;0
Amager Vest - Bryggen Syd;0-4 år;1995;1
Amager Vest - Bryggen Syd;0-4 år;1996;0
Amager Vest - Bryggen Syd;0-4 år;1997;1
Amager Vest - Bryggen Syd;0-4 år;1998;7
Amager Vest - Bryggen Syd;0-4 år;1999;3
Amager Vest - Bryggen Syd;0-4 år;2000;5
Amager Vest - Bryggen Syd;0-4 år;2001;4
Amager Vest - Bryggen Syd;0-4 år;2002;3
Amager Vest - Bryggen Syd;0-4 år;2003;4
Amager Vest - Bryggen Syd;0-4 år;2004;9
Amager Vest - Bryggen Syd;0-4 år;2005;9
Amager Vest - Bryggen Syd;0-4 år;2006;53
Amager Vest - Bryggen Syd;0-4 år;2007;122
Amager Vest - Bryggen Syd;0-4 år;2008;170
Amager Vest - Bryggen Syd;0-4 år;2009;222
Amager Vest - Bryggen Syd;0-4 år;2010;268
Amager Vest - Bryggen Syd;0-4 år;2011;275
Amager Vest - Bryggen Syd;0-4 år;2012;292
Amager Vest - Bryggen Syd;0-4 år;2013;330
Amager Vest - Bryggen Syd;0-4 år;2014;344
Amager Vest - Bryggen Syd;0-4 år;2015;432
Amager Vest - Bryggen Syd;0-4 år;2016;483
Amager Vest - Bryggen Syd;0-4 år;2017;551
Amager Vest - Bryggen Syd;0-4 år;2018;541
Amager Vest - Bryggen Syd;0-4 år;2019;495
Amager Vest - Bryggen Syd;0-4 år;2020;501
Amager Vest - Bryggen Syd;0-4 år;2021;487
Amager Vest - Bryggen Syd;0-4 år;2022;453
Amager Vest - Bryggen Syd;0-4 år;2023;400
Amager Vest - Bryggen Syd;0-4 år;2024;426
Amager Vest - Bryggen Syd;0-4 år;2025;437
Amager Vest - Faste Batteri;0-4 år;1977;299
Amager Vest - Faste Batteri;0-4 år;1978;290
Amager Vest - Faste Batteri;0-4 år;1979;239
Amager Vest - Faste Batteri;0-4 år;1980;284
Amager Vest - Faste Batteri;0-4 år;1981;293
Amager Vest - Faste Batteri;0-4 år;1982;270
Amager Vest - Faste Batteri;0-4 år;1983;313
Amager Vest - Faste Batteri;0-4 år;1984;270
Amager Vest - Faste Batteri;0-4 år;1985;238
Amager Vest - Faste Batteri;0-4 år;1986;262
Amager Vest - Faste Batteri;0-4 år;1987;281
Amager Vest - Faste Batteri;0-4 år;1988;301
Amager Vest - Faste Batteri;0-4 år;1989;304
Amager Vest - Faste Batteri;0-4 år;1990;294
Amager Vest - Faste Batteri;0-4 år;1991;65
Amager Vest - Faste Batteri;0-4 år;1992;59
Amager Vest - Faste Batteri;0-4 år;1993;69
Amager Vest - Faste Batteri;0-4 år;1994;75
Amager Vest - Faste Batteri;0-4 år;1995;80
Amager Vest - Faste Batteri;0-4 år;1996;90
Amager Vest - Faste Batteri;0-4 år;1997;101
Amager Vest - Faste Batteri;0-4 år;1998;99
Amager Vest - Faste Batteri;0-4 år;1999;104
Amager Vest - Faste Batteri;0-4 år;2000;112
Amager Vest - Faste Batteri;0-4 år;2001;115
Amager Vest - Faste Batteri;0-4 år;2002;114
Amager Vest - Faste Batteri;0-4 år;2003;107
Amager Vest - Faste Batteri;0-4 år;2004;114
Amager Vest - Faste Batteri;0-4 år;2005;128
Amager Vest - Faste Batteri;0-4 år;2006;135
Amager Vest - Faste Batteri;0-4 år;2007;185
Amager Vest - Faste Batteri;0-4 år;2008;240
Amager Vest - Faste Batteri;0-4 år;2009;284
Amager Vest - Faste Batteri;0-4 år;2010;300
Amager Vest - Faste Batteri;0-4 år;2011;309
Amager Vest - Faste Batteri;0-4 år;2012;308
Amager Vest - Faste Batteri;0-4 år;2013;290
Amager Vest - Faste Batteri;0-4 år;2014;268
Amager Vest - Faste Batteri;0-4 år;2015;276
Amager Vest - Faste Batteri;0-4 år;2016;266
Amager Vest - Faste Batteri;0-4 år;2017;259
Amager Vest - Faste Batteri;0-4 år;2018;250
Amager Vest - Faste Batteri;0-4 år;2019;279
Amager Vest - Faste Batteri;0-4 år;2020;284
Amager Vest - Faste Batteri;0-4 år;2021;312
Amager Vest - Faste Batteri;0-4 år;2022;302
Amager Vest - Faste Batteri;0-4 år;2023;343
Amager Vest - Faste Batteri;0-4 år;2024;321
Amager Vest - Faste Batteri;0-4 år;2025;347
Amager Vest - Gamle Bryggen;0-4 år;1977;325
Amager Vest - Gamle Bryggen;0-4 år;1978;316
Amager Vest - Gamle Bryggen;0-4 år;1979;322
Amager Vest - Gamle Bryggen;0-4 år;1980;307
Amager Vest - Gamle Bryggen;0-4 år;1981;265
Amager Vest - Gamle Bryggen;0-4 år;1982;231
Amager Vest - Gamle Bryggen;0-4 år;1983;233
Amager Vest - Gamle Bryggen;0-4 år;1984;210
Amager Vest - Gamle Bryggen;0-4 år;1985;203
Amager Vest - Gamle Bryggen;0-4 år;1986;179
Amager Vest - Gamle Bryggen;0-4 år;1987;177
Amager Vest - Gamle Bryggen;0-4 år;1988;174
Amager Vest - Gamle Bryggen;0-4 år;1989;195
Amager Vest - Gamle Bryggen;0-4 år;1990;191
Amager Vest - Gamle Bryggen;0-4 år;1991;196
Amager Vest - Gamle Bryggen;0-4 år;1992;184
Amager Vest - Gamle Bryggen;0-4 år;1993;221
Amager Vest - Gamle Bryggen;0-4 år;1994;207
Amager Vest - Gamle Bryggen;0-4 år;1995;227
Amager Vest - Gamle Bryggen;0-4 år;1996;247
Amager Vest - Gamle Bryggen;0-4 år;1997;268
Amager Vest - Gamle Bryggen;0-4 år;1998;278
Amager Vest - Gamle Bryggen;0-4 år;1999;272
Amager Vest - Gamle Bryggen;0-4 år;2000;255
Amager Vest - Gamle Bryggen;0-4 år;2001;283
Amager Vest - Gamle Bryggen;0-4 år;2002;276
Amager Vest - Gamle Bryggen;0-4 år;2003;292
Amager Vest - Gamle Bryggen;0-4 år;2004;328
Amager Vest - Gamle Bryggen;0-4 år;2005;383
Amager Vest - Gamle Bryggen;0-4 år;2006;462
Amager Vest - Gamle Bryggen;0-4 år;2007;499
Amager Vest - Gamle Bryggen;0-4 år;2008;504
Amager Vest - Gamle Bryggen;0-4 år;2009;514
Amager Vest - Gamle Bryggen;0-4 år;2010;565
Amager Vest - Gamle Bryggen;0-4 år;2011;628
Amager Vest - Gamle Bryggen;0-4 år;2012;647
Amager Vest - Gamle Bryggen;0-4 år;2013;669
Amager Vest - Gamle Bryggen;0-4 år;2014;664
Amager Vest - Gamle Bryggen;0-4 år;2015;612
Amager Vest - Gamle Bryggen;0-4 år;2016;594
Amager Vest - Gamle Bryggen;0-4 år;2017;592
Amager Vest - Gamle Bryggen;0-4 år;2018;595
Amager Vest - Gamle Bryggen;0-4 år;2019;580
Amager Vest - Gamle Bryggen;0-4 år;2020;578
Amager Vest - Gamle Bryggen;0-4 år;2021;562
Amager Vest - Gamle Bryggen;0-4 år;2022;522
Amager Vest - Gamle Bryggen;0-4 år;2023;495
Amager Vest - Gamle Bryggen;0-4 år;2024;501
Amager Vest - Gamle Bryggen;0-4 år;2025;502
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1977;6
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1978;6
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1979;11
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1980;14
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1981;17
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1982;17
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1983;15
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1984;13
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1985;10
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1986;6
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1987;7
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1988;7
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1989;7
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1990;9
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1991;8
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1992;5
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1993;5
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1994;4
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1995;4
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1996;6
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1997;8
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1998;9
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;1999;6
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2000;6
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2001;4
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2002;4
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2003;4
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2004;4
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2005;55
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2006;112
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2007;160
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2008;200
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2009;211
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2010;234
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2011;235
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2012;239
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2013;237
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2014;267
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2015;280
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2016;248
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2017;275
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2018;267
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2019;271
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2020;248
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2021;245
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2022;240
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2023;238
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2024;221
Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0-4 år;2025;217
Amager Vest - Kolonihavekvarteret;0-4 år;1977;182
Amager Vest - Kolonihavekvarteret;0-4 år;1978;177
Amager Vest - Kolonihavekvarteret;0-4 år;1979;193
Amager Vest - Kolonihavekvarteret;0-4 år;1980;210
Amager Vest - Kolonihavekvarteret;0-4 år;1981;245
Amager Vest - Kolonihavekvarteret;0-4 år;1982;219
Amager Vest - Kolonihavekvarteret;0-4 år;1983;288
Amager Vest - Kolonihavekvarteret;0-4 år;1984;263
Amager Vest - Kolonihavekvarteret;0-4 år;1985;246
Amager Vest - Kolonihavekvarteret;0-4 år;1986;235
Amager Vest - Kolonihavekvarteret;0-4 år;1987;273
Amager Vest - Kolonihavekvarteret;0-4 år;1988;272
Amager Vest - Kolonihavekvarteret;0-4 år;1989;253
Amager Vest - Kolonihavekvarteret;0-4 år;1990;203
Amager Vest - Kolonihavekvarteret;0-4 år;1991;210
Amager Vest - Kolonihavekvarteret;0-4 år;1992;196
Amager Vest - Kolonihavekvarteret;0-4 år;1993;221
Amager Vest - Kolonihavekvarteret;0-4 år;1994;247
Amager Vest - Kolonihavekvarteret;0-4 år;1995;253
Amager Vest - Kolonihavekvarteret;0-4 år;1996;257
Amager Vest - Kolonihavekvarteret;0-4 år;1997;280
Amager Vest - Kolonihavekvarteret;0-4 år;1998;277
Amager Vest - Kolonihavekvarteret;0-4 år;1999;280
Amager Vest - Kolonihavekvarteret;0-4 år;2000;265
Amager Vest - Kolonihavekvarteret;0-4 år;2001;248
Amager Vest - Kolonihavekvarteret;0-4 år;2002;243
Amager Vest - Kolonihavekvarteret;0-4 år;2003;241
Amager Vest - Kolonihavekvarteret;0-4 år;2004;228
Amager Vest - Kolonihavekvarteret;0-4 år;2005;225
Amager Vest - Kolonihavekvarteret;0-4 år;2006;270
Amager Vest - Kolonihavekvarteret;0-4 år;2007;266
Amager Vest - Kolonihavekvarteret;0-4 år;2008;262
Amager Vest - Kolonihavekvarteret;0-4 år;2009;270
Amager Vest - Kolonihavekvarteret;0-4 år;2010;288
Amager Vest - Kolonihavekvarteret;0-4 år;2011;274
Amager Vest - Kolonihavekvarteret;0-4 år;2012;292
Amager Vest - Kolonihavekvarteret;0-4 år;2013;286
Amager Vest - Kolonihavekvarteret;0-4 år;2014;294
Amager Vest - Kolonihavekvarteret;0-4 år;2015;314
Amager Vest - Kolonihavekvarteret;0-4 år;2016;326
Amager Vest - Kolonihavekvarteret;0-4 år;2017;343
Amager Vest - Kolonihavekvarteret;0-4 år;2018;356
Amager Vest - Kolonihavekvarteret;0-4 år;2019;375
Amager Vest - Kolonihavekvarteret;0-4 år;2020;356
Amager Vest - Kolonihavekvarteret;0-4 år;2021;346
Amager Vest - Kolonihavekvarteret;0-4 år;2022;318
Amager Vest - Kolonihavekvarteret;0-4 år;2023;286
Amager Vest - Kolonihavekvarteret;0-4 år;2024;259
Amager Vest - Kolonihavekvarteret;0-4 år;2025;247
Amager Vest - Sundbyvester;0-4 år;1977;541
Amager Vest - Sundbyvester;0-4 år;1978;518
Amager Vest - Sundbyvester;0-4 år;1979;486
Amager Vest - Sundbyvester;0-4 år;1980;460
Amager Vest - Sundbyvester;0-4 år;1981;446
Amager Vest - Sundbyvester;0-4 år;1982;419
Amager Vest - Sundbyvester;0-4 år;1983;443
Amager Vest - Sundbyvester;0-4 år;1984;428
Amager Vest - Sundbyvester;0-4 år;1985;425
Amager Vest - Sundbyvester;0-4 år;1986;404
Amager Vest - Sundbyvester;0-4 år;1987;426
Amager Vest - Sundbyvester;0-4 år;1988;449
Amager Vest - Sundbyvester;0-4 år;1989;495
Amager Vest - Sundbyvester;0-4 år;1990;541
Amager Vest - Sundbyvester;0-4 år;1991;540
Amager Vest - Sundbyvester;0-4 år;1992;568
Amager Vest - Sundbyvester;0-4 år;1993;572
Amager Vest - Sundbyvester;0-4 år;1994;607
Amager Vest - Sundbyvester;0-4 år;1995;607
Amager Vest - Sundbyvester;0-4 år;1996;664
Amager Vest - Sundbyvester;0-4 år;1997;659
Amager Vest - Sundbyvester;0-4 år;1998;619
Amager Vest - Sundbyvester;0-4 år;1999;662
Amager Vest - Sundbyvester;0-4 år;2000;621
Amager Vest - Sundbyvester;0-4 år;2001;620
Amager Vest - Sundbyvester;0-4 år;2002;631
Amager Vest - Sundbyvester;0-4 år;2003;658
Amager Vest - Sundbyvester;0-4 år;2004;649
Amager Vest - Sundbyvester;0-4 år;2005;654
Amager Vest - Sundbyvester;0-4 år;2006;642
Amager Vest - Sundbyvester;0-4 år;2007;710
Amager Vest - Sundbyvester;0-4 år;2008;736
Amager Vest - Sundbyvester;0-4 år;2009;769
Amager Vest - Sundbyvester;0-4 år;2010;783
Amager Vest - Sundbyvester;0-4 år;2011;780
Amager Vest - Sundbyvester;0-4 år;2012;824
Amager Vest - Sundbyvester;0-4 år;2013;837
Amager Vest - Sundbyvester;0-4 år;2014;865
Amager Vest - Sundbyvester;0-4 år;2015;844
Amager Vest - Sundbyvester;0-4 år;2016;909
Amager Vest - Sundbyvester;0-4 år;2017;917
Amager Vest - Sundbyvester;0-4 år;2018;923
Amager Vest - Sundbyvester;0-4 år;2019;922
Amager Vest - Sundbyvester;0-4 år;2020;907
Amager Vest - Sundbyvester;0-4 år;2021;843
Amager Vest - Sundbyvester;0-4 år;2022;844
Amager Vest - Sundbyvester;0-4 år;2023;788
Amager Vest - Sundbyvester;0-4 år;2024;748
Amager Vest - Sundbyvester;0-4 år;2025;717
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1977;270
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1978;269
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1979;267
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1980;274
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1981;268
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1982;334
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1983;335
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1984;371
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1985;357
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1986;349
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1987;364
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1988;411
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1989;388
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1990;395
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1991;593
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1992;603
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1993;648
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1994;651
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1995;706
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1996;702
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1997;717
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1998;702
Amager Vest - Sundholmsvejs kvarteret;0-4 år;1999;691
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2000;672
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2001;666
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2002;702
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2003;715
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2004;687
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2005;669
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2006;628
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2007;644
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2008;600
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2009;578
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2010;594
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2011;651
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2012;664
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2013;630
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2014;646
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2015;636
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2016;627
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2017;602
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2018;600
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2019;609
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2020;577
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2021;580
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2022;562
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2023;554
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2024;534
Amager Vest - Sundholmsvejs kvarteret;0-4 år;2025;508
Amager Vest - Urbanplanen;0-4 år;1977;353
Amager Vest - Urbanplanen;0-4 år;1978;318
Amager Vest - Urbanplanen;0-4 år;1979;279
Amager Vest - Urbanplanen;0-4 år;1980;251
Amager Vest - Urbanplanen;0-4 år;1981;182
Amager Vest - Urbanplanen;0-4 år;1982;167
Amager Vest - Urbanplanen;0-4 år;1983;140
Amager Vest - Urbanplanen;0-4 år;1984;144
Amager Vest - Urbanplanen;0-4 år;1985;126
Amager Vest - Urbanplanen;0-4 år;1986;146
Amager Vest - Urbanplanen;0-4 år;1987;158
Amager Vest - Urbanplanen;0-4 år;1988;171
Amager Vest - Urbanplanen;0-4 år;1989;185
Amager Vest - Urbanplanen;0-4 år;1990;255
Amager Vest - Urbanplanen;0-4 år;1991;238
Amager Vest - Urbanplanen;0-4 år;1992;215
Amager Vest - Urbanplanen;0-4 år;1993;210
Amager Vest - Urbanplanen;0-4 år;1994;212
Amager Vest - Urbanplanen;0-4 år;1995;198
Amager Vest - Urbanplanen;0-4 år;1996;220
Amager Vest - Urbanplanen;0-4 år;1997;245
Amager Vest - Urbanplanen;0-4 år;1998;277
Amager Vest - Urbanplanen;0-4 år;1999;270
Amager Vest - Urbanplanen;0-4 år;2000;276
Amager Vest - Urbanplanen;0-4 år;2001;275
Amager Vest - Urbanplanen;0-4 år;2002;294
Amager Vest - Urbanplanen;0-4 år;2003;299
Amager Vest - Urbanplanen;0-4 år;2004;283
Amager Vest - Urbanplanen;0-4 år;2005;270
Amager Vest - Urbanplanen;0-4 år;2006;261
Amager Vest - Urbanplanen;0-4 år;2007;236
Amager Vest - Urbanplanen;0-4 år;2008;210
Amager Vest - Urbanplanen;0-4 år;2009;199
Amager Vest - Urbanplanen;0-4 år;2010;204
Amager Vest - Urbanplanen;0-4 år;2011;209
Amager Vest - Urbanplanen;0-4 år;2012;225
Amager Vest - Urbanplanen;0-4 år;2013;212
Amager Vest - Urbanplanen;0-4 år;2014;228
Amager Vest - Urbanplanen;0-4 år;2015;238
Amager Vest - Urbanplanen;0-4 år;2016;233
Amager Vest - Urbanplanen;0-4 år;2017;214
Amager Vest - Urbanplanen;0-4 år;2018;205
Amager Vest - Urbanplanen;0-4 år;2019;204
Amager Vest - Urbanplanen;0-4 år;2020;198
Amager Vest - Urbanplanen;0-4 år;2021;202
Amager Vest - Urbanplanen;0-4 år;2022;193
Amager Vest - Urbanplanen;0-4 år;2023;186
Amager Vest - Urbanplanen;0-4 år;2024;185
Amager Vest - Urbanplanen;0-4 år;2025;189
Amager Vest - Ørestad City;0-4 år;1977;8
Amager Vest - Ørestad City;0-4 år;1978;6
Amager Vest - Ørestad City;0-4 år;1979;8
Amager Vest - Ørestad City;0-4 år;1980;3
Amager Vest - Ørestad City;0-4 år;1981;4
Amager Vest - Ørestad City;0-4 år;1982;6
Amager Vest - Ørestad City;0-4 år;1983;14
Amager Vest - Ørestad City;0-4 år;1984;10
Amager Vest - Ørestad City;0-4 år;1985;13
Amager Vest - Ørestad City;0-4 år;1986;22
Amager Vest - Ørestad City;0-4 år;1987;17
Amager Vest - Ørestad City;0-4 år;1988;18
Amager Vest - Ørestad City;0-4 år;1989;19
Amager Vest - Ørestad City;0-4 år;1990;17
Amager Vest - Ørestad City;0-4 år;1991;0
Amager Vest - Ørestad City;0-4 år;1992;0
Amager Vest - Ørestad City;0-4 år;1993;0
