OMRKK;TID;INDHOLD
Christianshavn - Neden Vandet;2015;1609,6
Christianshavn - Neden Vandet;2016;1905,5
Christianshavn - Neden Vandet;2017;1827,3
Christianshavn - Neden Vandet;2018;1361,8
Christianshavn - Neden Vandet;2019;1468,3
Christianshavn - Neden Vandet;2020;1636,5
Christianshavn - Neden Vandet;2021;1690,0
Christianshavn - Neden Vandet;2022;1429,0
Christianshavn - Neden Vandet;2023;1624,9
Christianshavn - Neden Vandet;2024;2106,2
Christianshavn - Oven Vandet;2006;968,2
Christianshavn - Oven Vandet;2007;1490,5
Christianshavn - Oven Vandet;2008;1310,2
Christianshavn - Oven Vandet;2009;1557,1
Christianshavn - Oven Vandet;2010;1536,0
Christianshavn - Oven Vandet;2011;935,4
Christianshavn - Oven Vandet;2012;1377,0
Christianshavn - Oven Vandet;2013;1222,3
Christianshavn - Oven Vandet;2014;1502,5
Christianshavn - Oven Vandet;2015;1291,5
Christianshavn - Oven Vandet;2016;1674,0
Christianshavn - Oven Vandet;2017;1478,8
Christianshavn - Oven Vandet;2018;1490,5
Christianshavn - Oven Vandet;2019;1408,9
Christianshavn - Oven Vandet;2020;1622,7
Christianshavn - Oven Vandet;2021;1196,0
Christianshavn - Oven Vandet;2022;1585,9
Christianshavn - Oven Vandet;2023;1172,5
Christianshavn - Oven Vandet;2024;1487,7
Christianshavn - Holmen og Refshaleøen;2006;2640,3
Christianshavn - Holmen og Refshaleøen;2007;2904,4
Christianshavn - Holmen og Refshaleøen;2008;3227,0
Christianshavn - Holmen og Refshaleøen;2009;2147,2
Christianshavn - Holmen og Refshaleøen;2010;3507,0
Christianshavn - Holmen og Refshaleøen;2011;2530,2
Christianshavn - Holmen og Refshaleøen;2012;2876,4
Christianshavn - Holmen og Refshaleøen;2013;3261,5
Christianshavn - Holmen og Refshaleøen;2014;1926,8
Christianshavn - Holmen og Refshaleøen;2015;2973,8
Christianshavn - Holmen og Refshaleøen;2016;2086,1
Christianshavn - Holmen og Refshaleøen;2017;2076,3
Christianshavn - Holmen og Refshaleøen;2018;2621,5
Christianshavn - Holmen og Refshaleøen;2019;1890,5
Christianshavn - Holmen og Refshaleøen;2020;1882,3
Christianshavn - Holmen og Refshaleøen;2021;2030,8
Christianshavn - Holmen og Refshaleøen;2022;1663,9
Christianshavn - Holmen og Refshaleøen;2023;1217,5
Christianshavn - Holmen og Refshaleøen;2024;2017,9
Østerbro - Nord/Komponistkvarteret;2006;1173,4
Østerbro - Nord/Komponistkvarteret;2007;1368,6
Østerbro - Nord/Komponistkvarteret;2008;1813,1
Østerbro - Nord/Komponistkvarteret;2009;1807,3
Østerbro - Nord/Komponistkvarteret;2010;1530,1
Østerbro - Nord/Komponistkvarteret;2011;1585,3
Østerbro - Nord/Komponistkvarteret;2012;1328,5
Østerbro - Nord/Komponistkvarteret;2013;1317,3
Østerbro - Nord/Komponistkvarteret;2014;2012,9
Østerbro - Nord/Komponistkvarteret;2015;1701,6
Østerbro - Nord/Komponistkvarteret;2016;1517,7
Østerbro - Nord/Komponistkvarteret;2017;1678,4
Østerbro - Nord/Komponistkvarteret;2018;1375,8
Østerbro - Nord/Komponistkvarteret;2019;1799,8
Østerbro - Nord/Komponistkvarteret;2020;2094,2
Østerbro - Nord/Komponistkvarteret;2021;1753,0
Østerbro - Nord/Komponistkvarteret;2022;1426,0
Østerbro - Nord/Komponistkvarteret;2023;2129,2
Østerbro - Nord/Komponistkvarteret;2024;1061,9
Østerbro - Svanemøllen Syd/Øst;2006;1491,4
Østerbro - Svanemøllen Syd/Øst;2007;1325,0
Østerbro - Svanemøllen Syd/Øst;2008;1633,3
Østerbro - Svanemøllen Syd/Øst;2009;1463,1
Østerbro - Svanemøllen Syd/Øst;2010;1319,8
Østerbro - Svanemøllen Syd/Øst;2011;1273,8
Østerbro - Svanemøllen Syd/Øst;2012;1555,7
Østerbro - Svanemøllen Syd/Øst;2013;1465,4
Østerbro - Svanemøllen Syd/Øst;2014;1558,6
Østerbro - Svanemøllen Syd/Øst;2015;1389,8
Østerbro - Svanemøllen Syd/Øst;2016;1481,4
Østerbro - Svanemøllen Syd/Øst;2017;1306,5
Østerbro - Svanemøllen Syd/Øst;2018;1382,1
Østerbro - Svanemøllen Syd/Øst;2019;1582,6
Østerbro - Svanemøllen Syd/Øst;2020;1349,3
Østerbro - Svanemøllen Syd/Øst;2021;1403,9
Østerbro - Svanemøllen Syd/Øst;2022;1187,0
Østerbro - Svanemøllen Syd/Øst;2023;1260,2
Østerbro - Svanemøllen Syd/Øst;2024;1370,3
Østerbro - Århusgade Nord;2006;1862,1
Østerbro - Århusgade Nord;2007;1626,4
Østerbro - Århusgade Nord;2008;1672,6
Østerbro - Århusgade Nord;2009;1669,8
Østerbro - Århusgade Nord;2010;1416,2
Østerbro - Århusgade Nord;2011;1772,7
Østerbro - Århusgade Nord;2012;1517,3
Østerbro - Århusgade Nord;2013;1581,2
Østerbro - Århusgade Nord;2014;1359,2
Østerbro - Århusgade Nord;2015;1422,3
Østerbro - Århusgade Nord;2016;1466,2
Østerbro - Århusgade Nord;2017;1804,3
Østerbro - Århusgade Nord;2018;1619,6
Østerbro - Århusgade Nord;2019;1632,7
Østerbro - Århusgade Nord;2020;1759,6
Østerbro - Århusgade Nord;2021;1867,4
Østerbro - Århusgade Nord;2022;1401,4
Østerbro - Århusgade Nord;2023;1389,0
Østerbro - Århusgade Nord;2024;1279,6
Østerbro - Århusgade Syd;2006;1566,6
Østerbro - Århusgade Syd;2007;1650,7
Østerbro - Århusgade Syd;2008;1733,8
Østerbro - Århusgade Syd;2009;1605,2
Østerbro - Århusgade Syd;2010;1516,7
Østerbro - Århusgade Syd;2011;1440,5
Østerbro - Århusgade Syd;2012;1588,5
Østerbro - Århusgade Syd;2013;1576,4
Østerbro - Århusgade Syd;2014;1649,9
Østerbro - Århusgade Syd;2015;1787,2
Østerbro - Århusgade Syd;2016;1781,2
Østerbro - Århusgade Syd;2017;1754,3
Østerbro - Århusgade Syd;2018;1739,8
Østerbro - Århusgade Syd;2019;1945,3
Østerbro - Århusgade Syd;2020;1834,2
Østerbro - Århusgade Syd;2021;1626,5
Østerbro - Århusgade Syd;2022;1366,7
Østerbro - Århusgade Syd;2023;1573,6
Østerbro - Århusgade Syd;2024;1553,6
Østerbro - Rosenvænget;2006;1694,0
Østerbro - Rosenvænget;2007;1664,3
Østerbro - Rosenvænget;2008;1580,9
Østerbro - Rosenvænget;2009;1881,2
Østerbro - Rosenvænget;2010;1912,8
Østerbro - Rosenvænget;2011;1353,7
Østerbro - Rosenvænget;2012;1597,0
Østerbro - Rosenvænget;2013;1649,7
Østerbro - Rosenvænget;2014;1634,8
Østerbro - Rosenvænget;2015;1543,9
Østerbro - Rosenvænget;2016;1579,4
Østerbro - Rosenvænget;2017;1772,1
Østerbro - Rosenvænget;2018;1516,7
Østerbro - Rosenvænget;2019;1625,0
Østerbro - Rosenvænget;2020;1582,7
Østerbro - Rosenvænget;2021;1743,3
Østerbro - Rosenvænget;2022;1343,5
Østerbro - Rosenvænget;2023;1522,7
Østerbro - Rosenvænget;2024;1322,6
Østerbro - Ny Ryvang;2006;2018,1
Østerbro - Ny Ryvang;2007;1420,1
Østerbro - Ny Ryvang;2008;1323,9
Østerbro - Ny Ryvang;2009;1648,4
Østerbro - Ny Ryvang;2010;2026,3
Østerbro - Ny Ryvang;2011;1651,6
Østerbro - Ny Ryvang;2012;1574,8
Østerbro - Ny Ryvang;2013;1736,6
Østerbro - Ny Ryvang;2014;1340,2
Østerbro - Ny Ryvang;2015;1615,2
Østerbro - Ny Ryvang;2016;1979,9
Østerbro - Ny Ryvang;2017;1136,3
Østerbro - Ny Ryvang;2018;1512,5
Østerbro - Ny Ryvang;2019;1253,5
Østerbro - Ny Ryvang;2020;1295,8
Østerbro - Ny Ryvang;2021;1505,2
Østerbro - Ny Ryvang;2022;1425,3
Østerbro - Ny Ryvang;2023;956,5
Østerbro - Ny Ryvang;2024;952,4
Østerbro - Nord;2006;1753,5
Østerbro - Nord;2007;1765,9
Østerbro - Nord;2008;1499,3
Østerbro - Nord;2009;1805,3
Østerbro - Nord;2010;2114,2
Østerbro - Nord;2011;1843,2
Østerbro - Nord;2012;1388,6
Østerbro - Nord;2013;1561,1
Østerbro - Nord;2014;1191,0
Østerbro - Nord;2015;1649,4
Østerbro - Nord;2016;2066,8
Østerbro - Nord;2017;1562,9
Østerbro - Nord;2018;1402,3
Østerbro - Nord;2019;1513,8
Østerbro - Nord;2020;1861,7
Østerbro - Nord;2021;1513,7
Østerbro - Nord;2022;1220,5
Østerbro - Nord;2023;1539,6
Østerbro - Nord;2024;1301,7
Østerbro - Nordhavn;2006;2657,2
Østerbro - Nordhavn;2007;2383,1
Østerbro - Nordhavn;2008;2221,3
Østerbro - Nordhavn;2009;2665,7
Østerbro - Nordhavn;2010;2550,2
Østerbro - Nordhavn;2011;2476,4
Østerbro - Nordhavn;2012;1752,3
Østerbro - Nordhavn;2013;2580,9
Østerbro - Nordhavn;2014;2303,9
Østerbro - Nordhavn;2015;2531,1
Østerbro - Nordhavn;2016;2486,8
Østerbro - Nordhavn;2017;2162,6
Østerbro - Nordhavn;2018;2484,9
Østerbro - Nordhavn;2019;2528,0
Østerbro - Nordhavn;2020;2115,6
Østerbro - Nordhavn;2021;1738,6
Østerbro - Nordhavn;2022;1901,4
Østerbro - Nordhavn;2023;1597,0
Østerbro - Nordhavn;2024;1795,7
Østerbro - Lyngbyvej Vest;2006;1487,0
Østerbro - Lyngbyvej Vest;2007;1228,5
Østerbro - Lyngbyvej Vest;2008;1829,0
Østerbro - Lyngbyvej Vest;2009;1831,9
Østerbro - Lyngbyvej Vest;2010;1521,6
Østerbro - Lyngbyvej Vest;2011;1480,0
Østerbro - Lyngbyvej Vest;2012;1730,3
Østerbro - Lyngbyvej Vest;2013;1639,8
Østerbro - Lyngbyvej Vest;2014;1556,4
Østerbro - Lyngbyvej Vest;2015;1754,6
Østerbro - Lyngbyvej Vest;2016;1862,2
Østerbro - Lyngbyvej Vest;2017;1457,1
Østerbro - Lyngbyvej Vest;2018;1695,6
Østerbro - Lyngbyvej Vest;2019;1775,4
Østerbro - Lyngbyvej Vest;2020;1771,7
Østerbro - Lyngbyvej Vest;2021;1570,8
Østerbro - Lyngbyvej Vest;2022;1228,3
Østerbro - Lyngbyvej Vest;2023;1452,4
Østerbro - Lyngbyvej Vest;2024;1466,3
Østerbro - Lyngbyvej Øst/Klimakvarteret;2006;1553,7
Østerbro - Lyngbyvej Øst/Klimakvarteret;2007;1556,7
Østerbro - Lyngbyvej Øst/Klimakvarteret;2008;1683,9
Østerbro - Lyngbyvej Øst/Klimakvarteret;2009;1733,9
Østerbro - Lyngbyvej Øst/Klimakvarteret;2010;1857,6
Østerbro - Lyngbyvej Øst/Klimakvarteret;2011;1379,9
Østerbro - Lyngbyvej Øst/Klimakvarteret;2012;1674,2
Østerbro - Lyngbyvej Øst/Klimakvarteret;2013;1699,9
Østerbro - Lyngbyvej Øst/Klimakvarteret;2014;1444,5
Østerbro - Lyngbyvej Øst/Klimakvarteret;2015;1457,6
Østerbro - Lyngbyvej Øst/Klimakvarteret;2016;1766,4
Østerbro - Lyngbyvej Øst/Klimakvarteret;2017;1372,6
Østerbro - Lyngbyvej Øst/Klimakvarteret;2018;1768,3
Østerbro - Lyngbyvej Øst/Klimakvarteret;2019;1846,4
Østerbro - Lyngbyvej Øst/Klimakvarteret;2020;1517,3
Østerbro - Lyngbyvej Øst/Klimakvarteret;2021;1628,3
Østerbro - Lyngbyvej Øst/Klimakvarteret;2022;1750,6
Østerbro - Lyngbyvej Øst/Klimakvarteret;2023;1393,1
Østerbro - Lyngbyvej Øst/Klimakvarteret;2024;1409,7
Østerbro - Fælled;2006;1336,2
Østerbro - Fælled;2007;1480,2
Østerbro - Fælled;2008;1568,7
Østerbro - Fælled;2009;1356,3
Østerbro - Fælled;2010;1878,7
Østerbro - Fælled;2011;1613,8
Østerbro - Fælled;2012;1641,0
Østerbro - Fælled;2013;1603,2
Østerbro - Fælled;2014;1475,6
Østerbro - Fælled;2015;1551,4
Østerbro - Fælled;2016;1614,2
Østerbro - Fælled;2017;1496,9
Østerbro - Fælled;2018;1587,0
Østerbro - Fælled;2019;1209,1
Østerbro - Fælled;2020;1394,4
Østerbro - Fælled;2021;1520,1
Østerbro - Fælled;2022;1307,1
Østerbro - Fælled;2023;1141,7
Østerbro - Fælled;2024;1287,2
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2006;1564,9
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2007;1583,9
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2008;1583,4
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2009;1625,5
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2010;1564,4
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2011;1493,3
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2012;1383,2
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2013;1190,3
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2014;1408,9
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2015;1718,1
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2016;1720,1
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2017;1699,9
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2018;1601,1
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2019;1465,9
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2020;1585,9
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2021;1738,0
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2022;1323,9
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2023;1410,7
Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2024;1251,9
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2006;1253,1
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2007;1452,4
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2008;1469,6
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2009;1443,0
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2010;1681,7
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2011;1398,5
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2012;1566,6
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2013;1364,7
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2014;1517,2
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2015;1536,5
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2016;1583,0
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2017;1603,0
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2018;1558,4
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2019;1715,7
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2020;1590,3
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2021;1621,2
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2022;1298,2
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2023;1294,9
Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2024;1372,4
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2006;1393,1
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2007;1439,1
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2008;1567,7
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2009;1553,2
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2010;1530,9
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2011;1527,6
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2012;1304,6
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2013;1554,7
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2014;1394,0
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2015;1470,3
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2016;1484,3
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2017;1658,9
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2018;1629,6
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2019;1538,6
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2020;1490,2
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2021;1582,5
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2022;1428,5
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2023;1380,2
Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2024;1368,5
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2006;1561,0
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2007;1480,4
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2008;1319,3
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2009;1539,2
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2010;1617,4
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2011;1548,4
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2012;1440,2
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2013;1385,0
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2014;1456,5
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2015;1524,7
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2016;1608,5
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2017;1688,9
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2018;1457,9
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2019;1462,8
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2020;1407,5
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2021;1549,4
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2022;1341,6
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2023;1358,7
Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2024;1232,8
Nørrebro - Haraldsgade-kvarteret;2006;1557,7
Nørrebro - Haraldsgade-kvarteret;2007;1366,2
Nørrebro - Haraldsgade-kvarteret;2008;1440,8
Nørrebro - Haraldsgade-kvarteret;2009;1572,1
Nørrebro - Haraldsgade-kvarteret;2010;1385,2
Nørrebro - Haraldsgade-kvarteret;2011;1350,0
Nørrebro - Haraldsgade-kvarteret;2012;1358,2
Nørrebro - Haraldsgade-kvarteret;2013;1344,9
Nørrebro - Haraldsgade-kvarteret;2014;1418,0
Nørrebro - Haraldsgade-kvarteret;2015;1490,4
Nørrebro - Haraldsgade-kvarteret;2016;1362,0
Nørrebro - Haraldsgade-kvarteret;2017;1380,7
Nørrebro - Haraldsgade-kvarteret;2018;1166,4
Nørrebro - Haraldsgade-kvarteret;2019;1268,3
Nørrebro - Haraldsgade-kvarteret;2020;1585,0
Nørrebro - Haraldsgade-kvarteret;2021;1517,1
Nørrebro - Haraldsgade-kvarteret;2022;1340,3
Nørrebro - Haraldsgade-kvarteret;2023;1345,8
Nørrebro - Haraldsgade-kvarteret;2024;1235,2
Vesterbro - Vest;2006;1525,8
Vesterbro - Vest;2007;1581,3
Vesterbro - Vest;2008;1735,0
Vesterbro - Vest;2009;1579,7
Vesterbro - Vest;2010;1774,6
Vesterbro - Vest;2011;1713,4
Vesterbro - Vest;2012;1748,2
Vesterbro - Vest;2013;1436,9
Vesterbro - Vest;2014;1623,2
Vesterbro - Vest;2015;1677,0
Vesterbro - Vest;2016;1458,3
Vesterbro - Vest;2017;1525,7
Vesterbro - Vest;2018;1830,6
Vesterbro - Vest;2019;1848,0
Vesterbro - Vest;2020;1775,2
Vesterbro - Vest;2021;1869,7
Vesterbro - Vest;2022;1838,6
Vesterbro - Vest;2023;1824,2
Vesterbro - Vest;2024;1875,7
Vesterbro - Central;2006;1523,0
Vesterbro - Central;2007;1519,5
Vesterbro - Central;2008;1378,3
Vesterbro - Central;2009;1534,5
Vesterbro - Central;2010;1611,0
Vesterbro - Central;2011;1461,4
Vesterbro - Central;2012;1583,7
Vesterbro - Central;2013;1492,4
Vesterbro - Central;2014;1541,4
Vesterbro - Central;2015;1636,3
Vesterbro - Central;2016;1617,9
Vesterbro - Central;2017;1674,1
Vesterbro - Central;2018;1652,4
Vesterbro - Central;2019;1665,9
Vesterbro - Central;2020;1532,7
Vesterbro - Central;2021;1601,7
Vesterbro - Central;2022;1539,1
Vesterbro - Central;2023;1444,8
Vesterbro - Central;2024;1446,5
Vesterbro - Øst;2006;1583,5
Vesterbro - Øst;2007;1557,7
Vesterbro - Øst;2008;1695,5
Vesterbro - Øst;2009;1479,8
Vesterbro - Øst;2010;1396,2
Vesterbro - Øst;2011;1321,0
Vesterbro - Øst;2012;1471,7
Vesterbro - Øst;2013;1557,4
Vesterbro - Øst;2014;1378,3
Vesterbro - Øst;2015;1489,7
Vesterbro - Øst;2016;1689,2
Vesterbro - Øst;2017;1402,6
Vesterbro - Øst;2018;1550,0
Vesterbro - Øst;2019;1559,0
Vesterbro - Øst;2020;1657,6
Vesterbro - Øst;2021;1795,8
Vesterbro - Øst;2022;1616,8
Vesterbro - Øst;2023;1229,3
Vesterbro - Øst;2024;1504,3
Vesterbro - Syd;2006;0,0
Vesterbro - Syd;2007;400,0
Vesterbro - Syd;2008;1552,4
Vesterbro - Syd;2009;1662,1
Vesterbro - Syd;2010;2050,3
Vesterbro - Syd;2011;2117,0
Vesterbro - Syd;2012;3064,2
Vesterbro - Syd;2013;1665,1
Vesterbro - Syd;2014;3077,0
Vesterbro - Syd;2015;1941,4
Vesterbro - Syd;2016;2294,3
Vesterbro - Syd;2017;1933,8
Vesterbro - Syd;2018;1695,1
Vesterbro - Syd;2019;2158,2
Vesterbro - Syd;2020;2045,6
Vesterbro - Syd;2021;1773,7
Vesterbro - Syd;2022;1489,1
Vesterbro - Syd;2023;1577,8
Vesterbro - Syd;2024;1161,4
Kgs. Enghave - Bavnehøj;2006;1470,0
Kgs. Enghave - Bavnehøj;2007;1095,4
Kgs. Enghave - Bavnehøj;2008;1025,3
Kgs. Enghave - Bavnehøj;2009;1273,8
Kgs. Enghave - Bavnehøj;2010;1278,8
Kgs. Enghave - Bavnehøj;2011;1623,6
Kgs. Enghave - Bavnehøj;2012;1176,6
Kgs. Enghave - Bavnehøj;2013;1281,3
Kgs. Enghave - Bavnehøj;2014;1184,1
Kgs. Enghave - Bavnehøj;2015;1487,6
Kgs. Enghave - Bavnehøj;2016;1403,4
Kgs. Enghave - Bavnehøj;2017;1318,3
Kgs. Enghave - Bavnehøj;2018;1202,3
Kgs. Enghave - Bavnehøj;2019;1285,0
Kgs. Enghave - Bavnehøj;2020;1205,8
Kgs. Enghave - Bavnehøj;2021;1479,0
Kgs. Enghave - Bavnehøj;2022;1240,5
Kgs. Enghave - Bavnehøj;2023;1224,1
Kgs. Enghave - Bavnehøj;2024;886,4
Kgs. Enghave - Gl. Sydhavn;2006;1213,8
Kgs. Enghave - Gl. Sydhavn;2007;1553,7
Kgs. Enghave - Gl. Sydhavn;2008;1338,7
Kgs. Enghave - Gl. Sydhavn;2009;1510,6
Kgs. Enghave - Gl. Sydhavn;2010;1526,7
Kgs. Enghave - Gl. Sydhavn;2011;1644,8
Kgs. Enghave - Gl. Sydhavn;2012;1677,4
Kgs. Enghave - Gl. Sydhavn;2013;1573,7
Kgs. Enghave - Gl. Sydhavn;2014;1469,1
Kgs. Enghave - Gl. Sydhavn;2015;1639,5
Kgs. Enghave - Gl. Sydhavn;2016;1558,9
Kgs. Enghave - Gl. Sydhavn;2017;1419,0
Kgs. Enghave - Gl. Sydhavn;2018;1415,8
Kgs. Enghave - Gl. Sydhavn;2019;1462,6
Kgs. Enghave - Gl. Sydhavn;2020;1288,7
Kgs. Enghave - Gl. Sydhavn;2021;1089,4
Kgs. Enghave - Gl. Sydhavn;2022;1088,7
Kgs. Enghave - Gl. Sydhavn;2023;1041,9
Kgs. Enghave - Gl. Sydhavn;2024;1188,9
Kgs. Enghave - Holmene;2006;2759,6
Kgs. Enghave - Holmene;2007;1978,6
Kgs. Enghave - Holmene;2008;2579,7
Kgs. Enghave - Holmene;2009;2785,6
Kgs. Enghave - Holmene;2010;3108,8
Kgs. Enghave - Holmene;2011;2701,9
Kgs. Enghave - Holmene;2012;2790,4
Kgs. Enghave - Holmene;2013;2189,4
Kgs. Enghave - Holmene;2014;2663,6
Kgs. Enghave - Holmene;2015;1967,3
Kgs. Enghave - Holmene;2016;2206,1
Kgs. Enghave - Holmene;2017;2009,9
Kgs. Enghave - Holmene;2018;1795,7
Kgs. Enghave - Holmene;2019;2092,0
Kgs. Enghave - Holmene;2020;1683,2
Kgs. Enghave - Holmene;2021;1867,6
Kgs. Enghave - Holmene;2022;1412,8
Kgs. Enghave - Holmene;2023;1406,6
Kgs. Enghave - Holmene;2024;1382,1
Valby - Gl. Valby;2006;1587,2
Valby - Gl. Valby;2007;1264,6
Valby - Gl. Valby;2008;1729,6
Valby - Gl. Valby;2009;1501,1
Valby - Gl. Valby;2010;1868,7
Valby - Gl. Valby;2011;1589,6
Valby - Gl. Valby;2012;1621,7
Valby - Gl. Valby;2013;1237,6
Valby - Gl. Valby;2014;1504,2
Valby - Gl. Valby;2015;1327,1
Valby - Gl. Valby;2016;1450,6
Valby - Gl. Valby;2017;1455,6
Valby - Gl. Valby;2018;1423,1
Valby - Gl. Valby;2019;1473,3
Valby - Gl. Valby;2020;1569,7
Valby - Gl. Valby;2021;1695,7
Valby - Gl. Valby;2022;1494,9
Valby - Gl. Valby;2023;1309,9
Valby - Gl. Valby;2024;1272,9
Valby - Syd;2006;1462,9
Valby - Syd;2007;1615,7
Valby - Syd;2008;1928,6
Valby - Syd;2009;1737,0
Valby - Syd;2010;1873,1
Valby - Syd;2011;1887,6
Valby - Syd;2012;1744,0
Valby - Syd;2013;1880,2
Valby - Syd;2014;1708,9
Valby - Syd;2015;1903,8
Valby - Syd;2016;1874,7
Valby - Syd;2017;1939,1
Valby - Syd;2018;1758,8
Valby - Syd;2019;1827,9
Valby - Syd;2020;1637,4
Valby - Syd;2021;1621,0
Valby - Syd;2022;1322,0
Valby - Syd;2023;1319,2
Valby - Syd;2024;1220,4
Valby - Ålholm;2006;1816,8
Valby - Ålholm;2007;1484,8
Valby - Ålholm;2008;1444,9
Valby - Ålholm;2009;1411,6
Valby - Ålholm;2010;1588,4
Valby - Ålholm;2011;1880,5
Valby - Ålholm;2012;1569,5
Valby - Ålholm;2013;1594,5
Valby - Ålholm;2014;1535,9
Valby - Ålholm;2015;1761,5
Valby - Ålholm;2016;1524,0
Valby - Ålholm;2017;1575,3
Valby - Ålholm;2018;1561,6
Valby - Ålholm;2019;1705,3
Valby - Ålholm;2020;1535,2
Valby - Ålholm;2021;1570,0
Valby - Ålholm;2022;1469,7
Valby - Ålholm;2023;1334,9
Valby - Ålholm;2024;1216,4
Valby - Valby Sydvest;2006;1991,4
Valby - Valby Sydvest;2007;2077,3
Valby - Valby Sydvest;2008;2148,0
Valby - Valby Sydvest;2009;2073,1
Valby - Valby Sydvest;2010;2235,6
Valby - Valby Sydvest;2011;1982,8
Valby - Valby Sydvest;2012;1649,7
Valby - Valby Sydvest;2013;2205,3
Valby - Valby Sydvest;2014;1616,7
Valby - Valby Sydvest;2015;2000,2
Valby - Valby Sydvest;2016;1632,4
Valby - Valby Sydvest;2017;1626,6
